Restaurant_name,Location,Average_rating,delivery_vs_dine_in_preference,Popular_cuisines,Open_day,Closed_day,Honest_review,overall_review,Links,operational_hours
leo's,"basant lok market, vasant vihar, new delhi",2.2,"{'delivery_rating': 0.0, 'dine_in_rating': 4.3, 'preference': 'Dine-in'}","pancetta pizza, pepperoni pizza pie, parsley butter, prosciutto, quattro formaggio pizza, margherita cheese pizza",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/leos-vasant-vihar-new-delhi,11
"jugmug thela","champa gali, new delhi",3.6,"{'delivery_rating': 3.700000047683716, 'dine_in_rating': 3.5, 'preference': 'Delivery'}","classic hot chocolate, double decker sandwich, veg club sandwich, mushroom sandwich, paneer tikka sandwich, masala chai",Mon,Sun,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 5, 'negative_reviews_count': 0, 'neutral_reviews_count': 0}",Positive,https://www.zomato.com/ncr/jugmug-thela-saket-new-delhi,12
"bread & more","n block market, gk, new delhi",4,"{'delivery_rating': 4.099999904632568, 'dine_in_rating': 4.0, 'preference': 'Delivery'}","chicken pot pie, choco crunch, mushroom quiche, macaroon, lemon tarts, chocolate croissant",Mon,Sun,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 3, 'negative_reviews_count': 2, 'neutral_reviews_count': 0}",Positive,https://www.zomato.com/ncr/bread-more-greater-kailash-gk-1-new-delhi,12
"andrea's bistro","dlf promenade mall, vasant kunj, new delhi",4.5,"{'delivery_rating': 4.400000095367432, 'dine_in_rating': 4.5, 'preference': 'Dine-in'}","goat cheese ravioli, mexican bean burger, lebanese chicken, grilled prawns, avocado toast, pad thai",Mon,Sun,"{'overall_sentiment': 'Neutral', 'positive_reviews_count': 2, 'negative_reviews_count': 2, 'neutral_reviews_count': 0}",Neutral,https://www.zomato.com/ncr/andreas-bistro-vasant-kunj-new-delhi,11
genre,"defence colony main market, defence colony, new delhi",4,"{'delivery_rating': 4.0, 'dine_in_rating': 4.0, 'preference': 'Equal'}","2,500 for two people (approx.)",Mon,Sun,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 5, 'negative_reviews_count': 0, 'neutral_reviews_count': 0}",Positive,https://www.zomato.com/ncr/genre-defence-colony-new-delhi,13
diggin,"chanakyapuri, new delhi",4.3,"{'delivery_rating': 4.300000190734863, 'dine_in_rating': 4.2, 'preference': 'Delivery'}","penne picante, tuna melt sandwich, veg cannelloni, ferrero rocher milkshake, chicken crostini, garden burger",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/diggin-chanakyapuri-new-delhi,22
"veg gulati","green park, new delhi",4.2,"{'delivery_rating': 4.199999809265137, 'dine_in_rating': 4.3, 'preference': 'Dine-in'}","tandoori pineapple, dahi kabab, rajma, veg biryani, dal makhni, shahi paneer",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 2, 'negative_reviews_count': 3, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/veg-gulati-green-park-new-delhi,16
sattvik,"select citywalk mall, saket, new delhi",4.3,"{'delivery_rating': 4.300000190734863, 'dine_in_rating': 4.2, 'preference': 'Delivery'}","paneer moksha, paneer jaisalmeri, rose kulfi, paan icecream, missi rotis, coriander chutney",Mon,Fri,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 3, 'negative_reviews_count': 2, 'neutral_reviews_count': 0}",Positive,https://www.zomato.com/ncr/sattvik-saket-new-delhi,10
juggernaut,"kailash colony market, new delhi",4.2,"{'delivery_rating': 4.0, 'dine_in_rating': 4.4, 'preference': 'Dine-in'}","podi ghee idli, chettinad idli, mla pesarattu, ganne ka ras, chettinad curry, rasam papad",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 2, 'negative_reviews_count': 3, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/juggernaut-kailash-colony-new-delhi,17
"the local cafe","greater kailash 1 (gk1), new delhi",3.4,"{'delivery_rating': 2.799999952316284, 'dine_in_rating': 4.1, 'preference': 'Dine-in'}","1,000 for two people (approx.)",Mon,Sun,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 3, 'negative_reviews_count': 2, 'neutral_reviews_count': 0}",Positive,https://www.zomato.com/ncr/the-local-cafe-greater-kailash-gk-1-new-delhi,10
"barista coffee","dlf galleria, dlf phase 4, gurgaon",3.9,"{'delivery_rating': 4.0, 'dine_in_rating': 3.8, 'preference': 'Delivery'}","good options, good place, nice place, staff, value for money, quantity",Mon,Sun,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 4, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Positive,https://www.zomato.com/ncr/barista-coffee-dlf-phase-4-gurgaon,24
"open tap 29","main market, sector 29, gurgaon",2.2,"{'delivery_rating': 0.0, 'dine_in_rating': 4.4, 'preference': 'Dine-in'}","craft beer, dark beer, brewed beer, mixed sauce pasta, hot wings, beers",Mon,Sun,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 2, 'negative_reviews_count': 0, 'neutral_reviews_count': 0}",Positive,https://www.zomato.com/ncr/open-tap-29-sector-29-gurgaon,15
"nowhere terrace brewpub cafe","cross point mall, dlf phase 4, gurgaon",3.6,"{'delivery_rating': 3.0, 'dine_in_rating': 4.3, 'preference': 'Dine-in'}","vodka cocktail, wheat beer, brewed beer, mezze platter, beers, dahi kebab",Mon,Sat,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/nowhere-terrace-brewpub-cafe-dlf-phase-4,16
"seasonal tastes - the westin gurgaon","the westin gurgaon, sector 29, gurgaon",4.1,"{'delivery_rating': 4.0, 'dine_in_rating': 4.2, 'preference': 'Dine-in'}","sunday brunch, sushi, deserts, salads, soups, dimsums",Mon,Sun,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 2, 'negative_reviews_count': 0, 'neutral_reviews_count': 0}",Positive,https://www.zomato.com/ncr/seasonal-tastes-the-westin-gurgaon-sector-29,24
"the drunken botanist","cyber hub, dlf cyber city, gurgaon",4.3,"{'delivery_rating': 4.199999809265137, 'dine_in_rating': 4.4, 'preference': 'Dine-in'}","jerk chicken wrap, mushroom fritters, tandoori idli, chicken paprika, wasabi prawn, mint mocktail",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 3, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/the-drunken-botanist-dlf-cyber-city,14
"ministry of beer","sector 29, gurgaon",4.2,"{'delivery_rating': 4.0, 'dine_in_rating': 4.3, 'preference': 'Dine-in'}","mutton chukka, tandoori non veg platter, virgin pinacolada, bun tikki, brewed beer, wheat beer",Mon,Sun,"{'overall_sentiment': 'Neutral', 'positive_reviews_count': 1, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Neutral,https://www.zomato.com/ncr/ministry-of-beer-sector-29,14
"spectra - the leela ambience","the leela ambience, dlf phase 3, gurgaon",3.5,"{'delivery_rating': 2.799999952316284, 'dine_in_rating': 4.3, 'preference': 'Dine-in'}","dessert buffet, salmon sashimi, dessert platter, dessert counter, sea food, sushi",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 3, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/spectra-the-leela-ambience-dlf-phase-3,24
"downtown - sector 29","main market, sector 29, gurgaon",2.4,"{'delivery_rating': 0.0, 'dine_in_rating': 4.9, 'preference': 'Dine-in'}","american fried chicken, veg farm pizza, strawberry margarita, vegetable seekh, dark beer, wheat beer",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 1, 'negative_reviews_count': 4, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/downtown-sector-29-sector-29-gurgaon,12
"the house of celeste","32nd avenue, milestone, gurgaon",3.7,"{'delivery_rating': 3.299999952316284, 'dine_in_rating': 4.1, 'preference': 'Dine-in'}","chicken makhani, malai kofta, mutton biryani, cocktails, drink, desserts",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 1, 'negative_reviews_count': 3, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/the-house-of-celeste-sector-15,13
"p.f. chang's","cyber hub, dlf cyber city, gurgaon",1.6,"{'delivery_rating': 0.0, 'dine_in_rating': 3.3, 'preference': 'Dine-in'}","2,200 for two people (approx.)",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 2, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/p-f-changs-dlf-cyber-city-gurgaon,13
"open tap golf course road","south point mall, golf course road, gurgaon",2.3,"{'delivery_rating': 0.0, 'dine_in_rating': 4.6, 'preference': 'Dine-in'}","kamikaze, chicken bbq wings, chicken slider, nachos n salsa, craft beer, hummus pita",Mon,Sun,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 5, 'negative_reviews_count': 0, 'neutral_reviews_count': 0}",Positive,https://www.zomato.com/ncr/open-tap-golf-course-road-golf-course-road-gurgaon,16
"walking street","main market, sector 29, gurgaon",4.1,"{'delivery_rating': 4.0, 'dine_in_rating': 4.2, 'preference': 'Dine-in'}","chicken cheese ball, dimsum platter, kaffir lime, wheat beer, mezze platter, butter chicken pizza",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 3, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/walking-street-sector-29,16
"zorro - the luxury night club","sector 29, gurgaon",2,"{'delivery_rating': 0.0, 'dine_in_rating': 4.0, 'preference': 'Dine-in'}","customizable dishes, dj, variety of pizza, vibe, good music, weekend brunch",Mon,Sun,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 4, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Positive,https://www.zomato.com/ncr/zorro-the-luxury-night-club-sector-29-gurgaon,18
foxtrot,"cyber hub, dlf cyber city, gurgaon",4.5,"{'delivery_rating': 4.300000190734863, 'dine_in_rating': 4.6, 'preference': 'Dine-in'}","fusion taco, mustard aioli, chicken 65, pao bhaji, platters, kulcha",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 5, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/foxtrot-dlf-cyber-city,13
"manhattan bar & brewery","global foyer mall, golf course road, gurgaon",2.4,"{'delivery_rating': 0.0, 'dine_in_rating': 4.7, 'preference': 'Dine-in'}","kiwi blast, brewed wheat beer, butter chicken bao, draft beer, chocolate pan, garlic bread with cheese",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 2, 'negative_reviews_count': 3, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/manhattan-bar-brewery-golf-course-road,12
"decode air bar","sector 29, gurgaon",2.2,"{'delivery_rating': 0.0, 'dine_in_rating': 4.3, 'preference': 'Dine-in'}","pav bhaji cone, beer cocktail, sauteed vegetables, chocolate ball, brewed beer, spicy chicken",Mon,Sun,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 3, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Positive,https://www.zomato.com/ncr/decode-air-bar-sector-29,12
"the bikers cafe","golf course road, gurgaon",4.2,"{'delivery_rating': 4.099999904632568, 'dine_in_rating': 4.3, 'preference': 'Dine-in'}","mushroom chardonnay, tandoori fish tikka, eggs benedict, healthy breakfast, sunny side, churros",Mon,Fri,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 2, 'negative_reviews_count': 3, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/the-bikers-cafe-golf-course-road,15
"michigan taps","global foyer mall, golf course road, gurgaon",4.2,"{'delivery_rating': 4.099999904632568, 'dine_in_rating': 4.3, 'preference': 'Dine-in'}","butter popcorn, grilled fish fillet, grilled chicken breast, paneer bhurji, quesadilla, sweet corn soup",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/michigan-taps-golf-course-road,13
"spice it - ibis gurgaon golf course road","ibis hotel, golf course road, gurgaon",4.1,"{'delivery_rating': 4.199999809265137, 'dine_in_rating': 4.0, 'preference': 'Delivery'}","veg club sandwich, dal makhani, naan, momos, pasta",Mon,Sun,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 1, 'negative_reviews_count': 0, 'neutral_reviews_count': 0}",Positive,https://www.zomato.com/ncr/spice-it-ibis-gurgaon-golf-course-road-golf-course-road-gurgaon,24
"soca - brew lounge","dlf star mall, sector 30, gurgaon",2.1,"{'delivery_rating': 0.0, 'dine_in_rating': 4.2, 'preference': 'Dine-in'}","2,000 for two people (approx.) with alcohol",Mon,Sun,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 2, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Positive,https://www.zomato.com/ncr/soca-brew-lounge-sector-30-gurgaon,14
"unplugged courtyard","udyog vihar, gurgaon",4.2,"{'delivery_rating': 4.0, 'dine_in_rating': 4.3, 'preference': 'Dine-in'}","multani paneer, avalanche, mushroom dimsum, veg manchow, churros, dum aloo",Mon,Sun,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 4, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Positive,https://www.zomato.com/ncr/unplugged-courtyard-udyog-vihar,13
"barumbaa bar & bistro","sector 53, gurgaon",4,"{'delivery_rating': 4.0, 'dine_in_rating': 4.0, 'preference': 'Equal'}","2,500 for two people (approx.) without alcohol",Mon,Sun,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 4, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Positive,https://www.zomato.com/ncr/barumbaa-bar-bistro-sector-53-gurgaon,14
"feel alive","main market, sector 29, gurgaon",2.2,"{'delivery_rating': 0.0, 'dine_in_rating': 4.3, 'preference': 'Dine-in'}","chocolate mudslide, keema pav sliders, mini vada pav, jalepeno poppers, wheat beer, vegetable dimsums",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 1, 'negative_reviews_count': 3, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/feel-alive-sector-29,14
"studio xo bar","sector 29, gurgaon",2,"{'delivery_rating': 0.0, 'dine_in_rating': 3.9, 'preference': 'Dine-in'}","ambience is delightful, amazing food and experience, best in service, cooperative staff, nice concept, clean and hygienic place",Mon,Sun,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 5, 'negative_reviews_count': 0, 'neutral_reviews_count': 0}",Positive,https://www.zomato.com/ncr/studio-xo-bar-sector-29,12
"striker 29","sector 29, gurgaon",2.2,"{'delivery_rating': 0.0, 'dine_in_rating': 4.3, 'preference': 'Dine-in'}","mezze platter, dimsums, mocktails, drinks, pizza",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 1, 'negative_reviews_count': 2, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/striker-29-sector-29-gurgaon,11
"downtown - south point mall","south point mall, golf course road, gurgaon",2.2,"{'delivery_rating': 0.0, 'dine_in_rating': 4.5, 'preference': 'Dine-in'}","3,000 for two people (approx.) with alcohol",Mon,Sun,"{'overall_sentiment': 'Neutral', 'positive_reviews_count': 1, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Neutral,https://www.zomato.com/ncr/downtown-south-point-mall-golf-course-road-gurgaon,14
"the wine company","cyber hub, dlf cyber city, gurgaon",2,"{'delivery_rating': 0.0, 'dine_in_rating': 4.1, 'preference': 'Dine-in'}","karari roti, buffalo chicken wings, red wine sangria, wine, sangria, pork ribs",Mon,Sun,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 3, 'negative_reviews_count': 2, 'neutral_reviews_count': 0}",Positive,https://www.zomato.com/ncr/the-wine-company-dlf-cyber-city,13
"cafe dakia- pizza, pasta & more","shri ram complex, gurgaon",4.2,"{'delivery_rating': 4.0, 'dine_in_rating': 4.3, 'preference': 'Dine-in'}","baked macaroni, peri peri paneer, paneer tikka pizza, brown rice, pizzas, cheesecake",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 1, 'negative_reviews_count': 3, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/cafe-dakia-pizza-pasta-more-sushant-lok-gurgaon,4
marièta,"two horizon center, golf course road, gurgaon",2,"{'delivery_rating': 0.0, 'dine_in_rating': 4.0, 'preference': 'Dine-in'}","2,000 for two people (approx.) without alcohol",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 3, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/mari%C3%A8ta-golf-course-road-gurgaon,13
"bottles and barrels","sector 30, gurgaon",4,"{'delivery_rating': 3.799999952316284, 'dine_in_rating': 4.2, 'preference': 'Dine-in'}","phyllo artichoke, craft beer, brewed beer, murgh malai tikka, mocktails, beers",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 1, 'negative_reviews_count': 3, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/bottles-and-barrels-sector-30,11
"factory - pub, bar & brewery","main market, sector 29, gurgaon",2.1,"{'delivery_rating': 0.0, 'dine_in_rating': 4.2, 'preference': 'Dine-in'}","paneer anokha, lemon garlic fish, guava punch, pink pasta, craft beer, tempura prawns",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 2, 'negative_reviews_count': 3, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/factory-pub-bar-brewery-sector-29-gurgaon,14
"soi 7 pub & brewery","cyber hub, dlf cyber city, gurgaon",2.1,"{'delivery_rating': 0.0, 'dine_in_rating': 4.2, 'preference': 'Dine-in'}","coconut prawn, slow fried chicken, malay chicken, coconut jaggery ice cream, vietnamese chicken, veg sushi platter",Mon,Sun,"{'overall_sentiment': 'Neutral', 'positive_reviews_count': 2, 'negative_reviews_count': 2, 'neutral_reviews_count': 0}",Neutral,https://www.zomato.com/ncr/soi-7-pub-brewery-dlf-cyber-city,10
"orchid - fortune select global","fortune select global, mg road, gurgaon",2,"{'delivery_rating': 0.0, 'dine_in_rating': 3.9, 'preference': 'Dine-in'}","romantic dining, jazz music, sophisticated, worth the price, breakfast, great service",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 1, 'negative_reviews_count': 2, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/orchid-fortune-select-global-mg-road,24
"toy box","sector 29, gurgaon",2.2,"{'delivery_rating': 0.0, 'dine_in_rating': 4.3, 'preference': 'Dine-in'}","variety of pizza, weekend brunch, good music, good wifi, young crowd, elaborate menu",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/toy-box-sector-29-gurgaon,15
