,restaurant_name,dine_rating,delivery_rating_f,location,average_pricing,popular_cuisine,open_time,closed_time_f,operational_hours,operational_days,open_days_f,last_open_day,reviews,url,sentiment_analysis,overall_review,delivery_vs_dine_in_preference,average_rating
1439,Aminia,3.8,4.0,"Kalkaji, New Delhi",1000,"Reshmi Murgh, Firni, Chicken Handi, Chicken Biriyani, Egg Biryani, Raita",12noon,11pm,11.0,7,Mon,Thu,"['Both the item were way too oily, at first I got confused with oil and gravy']",https://www.zomato.com/ncr/aminia-kalkaji-new-delhi,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Negative,"{'delivery_rating': 4.0, 'dine_in_rating': 3.8, 'preference': 'Delivery'}",3.9
1440,NCC - North Eastern & Chinese Cafe,4.1,3.9,"Safdarjung, New Delhi",1200,"Best Decor, Service is Great and Fast, Best Staff, Comforting Atmosphere, Best in Service, Cashless Payments",11am,12midnight,13.0,7,Mon,Sun,"['worst food I have ever tried in my life no salt no tasty very less quantity over cook taste like shit.. please do something', thank you 😊 I love it every time 🤩 now I will dog in 😀 it's my favourite 🤗""""]""""",https://www.zomato.com/ncr/ncc-north-eastern-chinese-cafe-safdarjung-new-delhi,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Negative,"{'delivery_rating': 3.9000000953674316, 'dine_in_rating': 4.1, 'preference': 'Dine-in'}",4.000000047683716
1441,Binch By Hudba,4.1,3.9,"M Block Market, Greater Kailash 1 (GK1), New Delhi",2500,"Makhani Pasta, Cocktail, Mojito, Brownie, Drink, Starters",11am,1am,14.0,7,Mon,Sun,"[Guys please don't go to this place they are using expiry food products""",https://www.zomato.com/ncr/binch-by-hudba-greater-kailash-gk-1-new-delhi,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Negative,"{'delivery_rating': 3.9000000953674316, 'dine_in_rating': 4.1, 'preference': 'Dine-in'}",4.000000047683716
1442,KFC,3.8,4.1,"Kalkaji, New Delhi",400,₹400 for two people (approx.),11am,11pm,12.0,7,Mon,Sun,['The delivery boy was so rude to his behaviour and he was arrogant'],https://www.zomato.com/ncr/kfc-2-kalkaji-new-delhi,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Negative,"{'delivery_rating': 4.099999904632568, 'dine_in_rating': 3.8, 'preference': 'Delivery'}",3.949999952316284
1443,Naivedyam,4.3,4.3,"Hauz Khas Village, New Delhi",800,"Kesari Bhath, Maharaja Dosa, Mysore Rava Masala Dosa, Dahi Idli, Mysore Pak, Rasam Papad",11am,11pm,12.0,7,Mon,Sun,"['Just Wow…Thanks', 'very bad taste and none of them tasted like they are supposed to.', 'There was only one packet of white coconut chutney as well as no red chutney with it.']",https://www.zomato.com/ncr/naivedyam-hauz-khas-village-new-delhi,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 2, 'neutral_reviews_count': 0}",Negative,"{'delivery_rating': 4.300000190734863, 'dine_in_rating': 4.3, 'preference': 'Delivery'}",4.300000095367432
1444,Bokan,3.9,3.6,"East of Kailash, New Delhi",2300,"Fruit Passion Mocktail, Veg Ceaser Salad, Chicken Tikka Pizza, Chilly Potato, White Sauce Pasta, Hummus",12noon,1am,13.0,7,Mon,Sun,"['Mushtaq is your man to go...good human', 'Food, LIVE music, open air... but no screens despite IPL', 'Quantity of food was not good according to the price', 'Empty place on Sunday\n2500for hookah\nAnd food is so so\n\nDisappointed', 'third grade food, they serve left overs from. night or 2 days old food, very unhygienic']",https://www.zomato.com/ncr/bokan-east-of-kailash-new-delhi,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Negative,"{'delivery_rating': 3.5999999046325684, 'dine_in_rating': 3.9, 'preference': 'Dine-in'}",3.7499999523162844
1445,The Brew Boat Cafe,3.9,4.3,"Shahpur Jat, New Delhi",500,"Ambience, Service, Value for Money, Taste",11am,3am,16.0,7,Mon,Sun,"['This cafe was referred by one of my friends. This is a gem in shahpur Jat. A must visit cafe for coffee lover with a great and beautiful ambience, foods and service. Highly recommend.❤️', the place is really special and has been one of best in the town. I liked their sandwich as they were tasty. The ambience is homely and comfortable like being away from the city's rush.\n\nMust visit.""""""",https://www.zomato.com/ncr/the-brew-boat-cafe-1-shahpur-jat-new-delhi,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 3, 'neutral_reviews_count': 0}",Negative,"{'delivery_rating': 4.300000190734863, 'dine_in_rating': 3.9, 'preference': 'Delivery'}",4.100000095367432
1446,Taco Bell,3.7,3.7,"Select Citywalk Mall, Saket, New Delhi",500,"Great Menu, Weekend Brunch, Family Crowd, Concept, Student Crowd, Good Wifi",11am,11pm,12.0,7,Mon,Sun,"['Naked chicken test was osm 😍😍', 'I love tacos', 'worst experience...we ordered a taco and taco shows like the wrap...totally soggy, even the taste is not gud at all..money waste']",https://www.zomato.com/ncr/taco-bell-saket-new-delhi,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 3, 'negative_reviews_count': 0, 'neutral_reviews_count': 0}",Positive,"{'delivery_rating': 3.700000047683716, 'dine_in_rating': 3.7, 'preference': 'Delivery'}",3.700000023841858
1447,Dandy - The Fio Bar,4.6,4.0,"Epicuria Food Mall, Nehru Place, New Delhi",4000,"Variety of Pizza, Weekend Brunch, Good Music, Young Crowd, Customizable Food, Elaborate Menu",12noon,12midnight,12.0,7,Mon,Sun,"[these guys know what they're doing...where looks meet quality...come for the drinks...stay for the vibe...""""""",https://www.zomato.com/ncr/dandy-the-fio-bar-nehru-place-new-delhi,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Negative,"{'delivery_rating': 4.0, 'dine_in_rating': 4.6, 'preference': 'Dine-in'}",4.3
1448,Yo Tibet,4.0,4.3,"Safdarjung, New Delhi",500,"Stir Fried Chicken, Tingmo, Egg Fried Rice, Momo, Chicken Momos, Noodles",12noon,11,11.0,7,Mon,Sun,"['Laphing beef is wow', 'there were chicken pieces mixed with pork']",https://www.zomato.com/ncr/yo-tibet-safdarjung-new-delhi,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 2, 'neutral_reviews_count': 0}",Negative,"{'delivery_rating': 4.300000190734863, 'dine_in_rating': 4.0, 'preference': 'Delivery'}",4.150000095367432
1449,Maxim’s Bakers & Confectioners - Since 1969,4.5,4.4,"Kailash Colony Market, New Delhi",300,"Cheese Footlong, Cheesy Bites, Mushroom Quiche, Chicken Grilled Sandwich, Chicken Patties, Eclair",10am,9,23.0,7,Mon,Sun,['No reviews here'],https://www.zomato.com/ncr/maxims-bakers-confectioners-since-1969-kailash-colony-new-delhi,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 1, 'negative_reviews_count': 4, 'neutral_reviews_count': 0}",Negative,"{'delivery_rating': 4.400000095367432, 'dine_in_rating': 4.5, 'preference': 'Dine-in'}",4.450000047683716
1450,The Beer Cafe,4.2,0.0,"Epicuria Food Mall, Nehru Place, New Delhi",2200,"Vegetable Spring Roll, Beers, Onion Rings, Honey Chilli Potatoes, Cocktails, Nachos",11am,12midnight,13.0,7,Mon,Sun,"['pradeep was a lovely bartender, do visit', 'Excellent', 'Good food', 'Vimlesh kumar service is amazing and super friendly 🔥❤️✨', 'food was terrible and the beer was stale. not a good place to go.']",https://www.zomato.com/ncr/the-beer-cafe-nehru-place-new-delhi,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 3, 'negative_reviews_count': 2, 'neutral_reviews_count': 0}",Positive,"{'delivery_rating': 0.0, 'dine_in_rating': 4.2, 'preference': 'Dine-in'}",2.1
1451,H Man,4.9,4.3,"Malviya Nagar, New Delhi",1600,"Philly Sandwich, Smoked Pork, Pulled Pork, Pork Ribs, Lamb Chops, Tiramisu",2pm,11,11.0,7,Mon,Sun,"['Tumhara baap aakey btaayegaa ki ye close ho chuka hai.', HMAN has the best BBQ Meats in Delhi hands down. Been there 10 times and counting already""",https://www.zomato.com/ncr/h-man-malviya-nagar-new-delhi,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 2, 'neutral_reviews_count': 0}",Negative,"{'delivery_rating': 4.300000190734863, 'dine_in_rating': 4.9, 'preference': 'Dine-in'}",4.600000095367432
1452,Elma's Bakery & Kitchen,3.9,4.2,"Hauz Khas Village, New Delhi",1800,"Scones, Cheese Crepe, Rose Tea, French Press Coffee, Red Velvet Cakes, Eggs Benedict",10am,9,23.0,7,Mon,Sun,['the toppings were great but the pizza was under cooked with bread still white ... I wish it was cooked a bit more'],https://www.zomato.com/ncr/elmas-bakery-kitchen-hauz-khas-village-new-delhi,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 5, 'negative_reviews_count': 0, 'neutral_reviews_count': 0}",Positive,"{'delivery_rating': 4.199999809265137, 'dine_in_rating': 3.9, 'preference': 'Delivery'}",4.0499999046325685
1453,Lakeview Bistro,4.0,0.0,"Hauz Khas Village, New Delhi",1800,"Best Staff, Sanitised Service, Served Quickly, Best in Service, Live Music, Good Music",9am,12midnight,15.0,7,Mon,Sun,"['Scammers, both vat gst and service non removable', 'the service is absolute shit, the servers are just in your face until you order something. They ordered my drink wrong btw 😃✋🏼', 'the place sucked for the pricing they are charging.. the hummus was sour, the hookah was hurting the throat and service very very poor', 'visited with a friend. The Ambience is cozy and nice. The staff is very friendly and active. the food was also very good.', 'Worst experience.']",https://www.zomato.com/ncr/lakeview-bistro-hauz-khas-village-new-delhi,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 1, 'negative_reviews_count': 0, 'neutral_reviews_count': 0}",Positive,"{'delivery_rating': 0.0, 'dine_in_rating': 4.0, 'preference': 'Dine-in'}",2.0
1454,Burger King,3.5,3.9,"Select Citywalk Mall, Saket, New Delhi",400,"Mutton Whoppers, Chicken Whoppers, Keema Crunch, Whopper Meal, Potato Tots, Chilly Paneer Burger",10am,11pm,13.0,7,Mon,Sun,['No reviews here'],https://www.zomato.com/ncr/burger-king-saket-new-delhi,"{'overall_sentiment': 'Neutral', 'positive_reviews_count': 1, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Neutral,"{'delivery_rating': 3.9000000953674316, 'dine_in_rating': 3.5, 'preference': 'Delivery'}",3.700000047683716
1455,Grubsoul Seafoods,4.0,4.2,"Greater Kailash 1 (GK1), New Delhi",1500,"Lobster Roll, Calamari Rings, Chilli Garlic Prawns, Seafood, Crab, Sea Food",12noon,11pm,11.0,7,Mon,Sun,"[it doesn't get better than this. absolutely delicious food !!!""""""",https://www.zomato.com/ncr/grubsoul-seafoods-greater-kailash-gk-1-new-delhi,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 2, 'neutral_reviews_count': 0}",Negative,"{'delivery_rating': 4.199999809265137, 'dine_in_rating': 4.0, 'preference': 'Delivery'}",4.099999904632568
1456,Tea Bear ! Bubble Tea,4.4,4.4,"Greater Kailash 1 (GK1), New Delhi",200,"Vibe, Young Crowd, Cute Packaging, Elaborate Menu, Good Music, Customizable Food",10am,10pm,12.0,7,Mon,Sat,"['taro and original bubble tea needs to be improved', 'I have tried a taro bubble tea flavour for like 3-4 times and i loved it , then i visited thrice the Taro flavour wasnt available with them , and then later when they were serving they really changed the whole taste of taro bubble tea i requested them to change it because it wasnt upto the mark , they didnt do anything about it and thats very dissapointing .\nThe lady there is not of a pleasing attitude .', 'The taste was very bad i wont be ordering it again ever and i would suggest others no to try it', 'Thank you for following the instructions and the lovely note.']",https://www.zomato.com/ncr/tea-bear-bubble-tea-greater-kailash-gk-1-new-delhi,"{'overall_sentiment': 'Neutral', 'positive_reviews_count': 2, 'negative_reviews_count': 2, 'neutral_reviews_count': 0}",Neutral,"{'delivery_rating': 4.400000095367432, 'dine_in_rating': 4.4, 'preference': 'Delivery'}",4.400000047683716
1457,Koby's,3.7,4.4,"Saket, New Delhi",500,₹500 for two people (approx.),8am,11pm,15.0,7,Mon,Sun,"['horrible experience', 'Coffee gets cold with the new packing style.']",https://www.zomato.com/ncr/kobys-1-saket-new-delhi,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 1, 'negative_reviews_count': 2, 'neutral_reviews_count': 0}",Negative,"{'delivery_rating': 4.400000095367432, 'dine_in_rating': 3.7, 'preference': 'Delivery'}",4.0500000476837155
1458,Minerals The Garden Cafe,3.4,3.9,"Panchsheel Park, New Delhi",650,₹650 for two people (approx.),7am,10,10.0,7,Mon,Sun,"['-open garden cafe\n- beautiful and calm place to be in\n-locality...between the lush green surroundings\n- huge food options to try on\n- service A1', 'it was great in taste. only the portion size of pita bread needs to be increased. rest the packaging, quality and taste was good.', 'Situated in Asian Games village complex , this is a secret garden cafe with bohemian vibes.\nNice outdoor seating with an indoor option too to work as well.\nwe tried their shake, Ice Tea and Coffee. They were good but the shake had too much of syrup in it.\nThe spaghetti pasta was good and so was the Mezze platter but the pita breads were deep fried.\nThe avocado toast was fine.\nOverall a nice place perfect for breakfasts or early evening supper.', 'Its awesome']",https://www.zomato.com/ncr/minerals-the-garden-cafe-panchsheel-park-new-delhi,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 1, 'negative_reviews_count': 3, 'neutral_reviews_count': 0}",Negative,"{'delivery_rating': 3.9000000953674316, 'dine_in_rating': 3.4, 'preference': 'Delivery'}",3.650000047683716
1459,Chords & Coffee - The Music Store Café,4.2,4.0,"Yusuf Sarai, New Delhi",500,"Fresh Food, Ambience, Good Quality, Portion Size, Value for Money, Service",12midnight,12,12.0,7,Mon,Mon,"['Not the right product. No ice cream with the order', 'Sandwiche was served hot , the dips that were accompanied were very tasty', 'Manager is very accommodative of requests. Good variety of hummus and crispy breads!', 'make sure the cups don’t fall by using a cup holder for delivery', 'what was this? a bottke of badly made coffee..i paid for wxtra icecream..there was none..awful..read a prev review..that said it was good..this is a shame on cold coffee..']",https://www.zomato.com/ncr/chords-coffee-the-music-store-caf%C3%A9-1-yusuf-sarai-new-delhi,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 2, 'neutral_reviews_count': 0}",Negative,"{'delivery_rating': 4.0, 'dine_in_rating': 4.2, 'preference': 'Dine-in'}",4.1
1460,Shekaza - Since 1992,4.2,4.3,"Chittaranjan Park, New Delhi",1300,"Pudina Parantha, Mushroom Masala, Drums of Heaven, Dahi Kebab, Sweet Corn Soup, Mughlai Food",11am,11pm,12.0,7,Mon,Sun,['No reviews here'],https://www.zomato.com/ncr/shekaza-since-1992-chittaranjan-park-new-delhi,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Negative,"{'delivery_rating': 4.300000190734863, 'dine_in_rating': 4.2, 'preference': 'Delivery'}",4.250000095367431
1461,Rude Chef,4.5,4.6,"Safdarjung, New Delhi",500,"Fresh Food, Good Quality, Portion Size, Value for Money, Packaging",1pm,11pm,10.0,7,Mon,Sun,"['Very tasty food but portion size may be increased by 15% or so.', 'The best, most complex pork curry I have ever had. Just the gravy itself was so, so good with the jasmine rice, the meat itself was succulent, perfect mix of fat and lean red meat. The spicy buff skewers were also great and juicy, the garlic aioli has a kick that goes all the way to the back of your throat, but not overwhelming at all.\n\nThis truly is elevated southeast Asian cooking, with playful takes on traditional NE recipes as well. Right up there with Lea Izakaya as the best restaurant in Humayunpur. Excellent portions and prices too. Will definitely come back for their famed seafood specials. Do try their in-house rice wine as well.']",https://www.zomato.com/ncr/rude-chef-1-safdarjung-new-delhi,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 3, 'negative_reviews_count': 0, 'neutral_reviews_count': 0}",Positive,"{'delivery_rating': 4.599999904632568, 'dine_in_rating': 4.5, 'preference': 'Delivery'}",4.549999952316284
